claim_id,paper_id,claim_text,evidence_type,section,page,confidence,tags,quote_or_paraphrase,user_comment,supports_theme,strength,note_file
stress_zis_photocatalysis_synthetic_021:c3,stress_zis_photocatalysis_synthetic_021,Synthetic claim 99 for stress_zis_photocatalysis_synthetic_021 records user-tracked evidence about thin-film fabrication.,limitation,,,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_021.md
stress_zis_photocatalysis_synthetic_022:c1,stress_zis_photocatalysis_synthetic_022,Synthetic claim 20 for stress_zis_photocatalysis_synthetic_022 records user-tracked evidence about catalyst stability.,theory_or_mechanism,Section 3 p. 22,22,high,catalyst-stability; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_022.md
stress_zis_photocatalysis_synthetic_022:c2,stress_zis_photocatalysis_synthetic_022,Synthetic claim 60 for stress_zis_photocatalysis_synthetic_022 records user-tracked evidence about catalyst stability.,experimental_result,Section 1 p. 62,62,high,catalyst-stability; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_022.md
stress_zis_photocatalysis_synthetic_022:c3,stress_zis_photocatalysis_synthetic_022,Synthetic claim 100 for stress_zis_photocatalysis_synthetic_022 records user-tracked evidence about catalyst stability.,background_context,Section 5 p. 102,102,high,catalyst-stability; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_022.md
stress_zis_photocatalysis_synthetic_023:c1,stress_zis_photocatalysis_synthetic_023,Synthetic claim 21 for stress_zis_photocatalysis_synthetic_023 records user-tracked evidence about charge separation.,review_statement,Section 4 p. 23,23,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_023.md
stress_zis_photocatalysis_synthetic_023:c2,stress_zis_photocatalysis_synthetic_023,Synthetic claim 61 for stress_zis_photocatalysis_synthetic_023 records user-tracked evidence about charge separation.,review_statement,Section 2 p. 63,63,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_023.md
stress_zis_photocatalysis_synthetic_023:c3,stress_zis_photocatalysis_synthetic_023,Synthetic claim 101 for stress_zis_photocatalysis_synthetic_023 records user-tracked evidence about charge separation.,review_statement,Section 6 p. 103,103,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_023.md
stress_zis_photocatalysis_synthetic_025:c1,stress_zis_photocatalysis_synthetic_025,Synthetic claim 22 for stress_zis_photocatalysis_synthetic_025 records user-tracked evidence about photocorrosion.,background_context,Section 5 p. 24,24,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_025.md
stress_zis_photocatalysis_synthetic_025:c2,stress_zis_photocatalysis_synthetic_025,Synthetic claim 62 for stress_zis_photocatalysis_synthetic_025 records user-tracked evidence about photocorrosion.,theory_or_mechanism,Section 3 p. 64,64,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_025.md
stress_zis_photocatalysis_synthetic_025:c3,stress_zis_photocatalysis_synthetic_025,Synthetic claim 102 for stress_zis_photocatalysis_synthetic_025 records user-tracked evidence about photocorrosion.,experimental_result,Section 1 p. 104,104,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_025.md
stress_zis_photocatalysis_synthetic_026:c1,stress_zis_photocatalysis_synthetic_026,Synthetic claim 23 for stress_zis_photocatalysis_synthetic_026 records user-tracked evidence about thin-film fabrication.,opinion_or_interpretation,Section 6 p. 25,25,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_026.md
stress_zis_photocatalysis_synthetic_026:c2,stress_zis_photocatalysis_synthetic_026,Synthetic claim 63 for stress_zis_photocatalysis_synthetic_026 records user-tracked evidence about thin-film fabrication.,limitation,,,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_026.md
stress_zis_photocatalysis_synthetic_026:c3,stress_zis_photocatalysis_synthetic_026,Synthetic claim 103 for stress_zis_photocatalysis_synthetic_026 records user-tracked evidence about thin-film fabrication.,method_description,Section 2 p. 105,105,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_026.md
stress_zis_photocatalysis_synthetic_027:c1,stress_zis_photocatalysis_synthetic_027,Synthetic claim 24 for stress_zis_photocatalysis_synthetic_027 records user-tracked evidence about catalyst stability.,experimental_result,Section 1 p. 26,26,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_027.md
stress_zis_photocatalysis_synthetic_027:c2,stress_zis_photocatalysis_synthetic_027,Synthetic claim 64 for stress_zis_photocatalysis_synthetic_027 records user-tracked evidence about catalyst stability.,background_context,Section 5 p. 66,66,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_027.md
stress_zis_photocatalysis_synthetic_027:c3,stress_zis_photocatalysis_synthetic_027,Synthetic claim 104 for stress_zis_photocatalysis_synthetic_027 records user-tracked evidence about catalyst stability.,theory_or_mechanism,Section 3 p. 106,106,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_027.md
stress_zis_photocatalysis_synthetic_028:c1,stress_zis_photocatalysis_synthetic_028,Synthetic claim 25 for stress_zis_photocatalysis_synthetic_028 records user-tracked evidence about charge separation.,review_statement,Section 2 p. 27,27,medium,charge-separation; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_028.md
stress_zis_photocatalysis_synthetic_028:c2,stress_zis_photocatalysis_synthetic_028,Synthetic claim 65 for stress_zis_photocatalysis_synthetic_028 records user-tracked evidence about charge separation.,review_statement,Section 6 p. 67,67,medium,charge-separation; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_028.md
stress_zis_photocatalysis_synthetic_028:c3,stress_zis_photocatalysis_synthetic_028,Synthetic claim 105 for stress_zis_photocatalysis_synthetic_028 records user-tracked evidence about charge separation.,review_statement,Section 4 p. 107,107,medium,charge-separation; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_028.md
stress_zis_photocatalysis_synthetic_029:c1,stress_zis_photocatalysis_synthetic_029,Synthetic claim 26 for stress_zis_photocatalysis_synthetic_029 records user-tracked evidence about photocorrosion.,theory_or_mechanism,Section 3 p. 28,28,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_029.md
stress_zis_photocatalysis_synthetic_029:c2,stress_zis_photocatalysis_synthetic_029,Synthetic claim 66 for stress_zis_photocatalysis_synthetic_029 records user-tracked evidence about photocorrosion.,experimental_result,Section 1 p. 68,68,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_029.md
stress_zis_photocatalysis_synthetic_029:c3,stress_zis_photocatalysis_synthetic_029,Synthetic claim 106 for stress_zis_photocatalysis_synthetic_029 records user-tracked evidence about photocorrosion.,background_context,Section 5 p. 108,108,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_029.md
stress_zis_photocatalysis_synthetic_030:c1,stress_zis_photocatalysis_synthetic_030,Synthetic claim 27 for stress_zis_photocatalysis_synthetic_030 records user-tracked evidence about thin-film fabrication.,limitation,,,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_030.md
stress_zis_photocatalysis_synthetic_030:c2,stress_zis_photocatalysis_synthetic_030,Synthetic claim 67 for stress_zis_photocatalysis_synthetic_030 records user-tracked evidence about thin-film fabrication.,method_description,Section 2 p. 69,69,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_030.md
stress_zis_photocatalysis_synthetic_030:c3,stress_zis_photocatalysis_synthetic_030,Synthetic claim 107 for stress_zis_photocatalysis_synthetic_030 records user-tracked evidence about thin-film fabrication.,opinion_or_interpretation,Section 6 p. 109,109,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_030.md
stress_zis_photocatalysis_synthetic_031:c1,stress_zis_photocatalysis_synthetic_031,Synthetic claim 28 for stress_zis_photocatalysis_synthetic_031 records user-tracked evidence about catalyst stability.,background_context,Section 5 p. 30,30,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_031.md
stress_zis_photocatalysis_synthetic_031:c2,stress_zis_photocatalysis_synthetic_031,Synthetic claim 68 for stress_zis_photocatalysis_synthetic_031 records user-tracked evidence about catalyst stability.,theory_or_mechanism,Section 3 p. 70,70,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_031.md
stress_zis_photocatalysis_synthetic_031:c3,stress_zis_photocatalysis_synthetic_031,Synthetic claim 108 for stress_zis_photocatalysis_synthetic_031 records user-tracked evidence about catalyst stability.,experimental_result,,,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_031.md
stress_zis_photocatalysis_synthetic_033:c1,stress_zis_photocatalysis_synthetic_033,Synthetic claim 29 for stress_zis_photocatalysis_synthetic_033 records user-tracked evidence about charge separation.,review_statement,Section 6 p. 31,31,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_033.md
stress_zis_photocatalysis_synthetic_033:c2,stress_zis_photocatalysis_synthetic_033,Synthetic claim 69 for stress_zis_photocatalysis_synthetic_033 records user-tracked evidence about charge separation.,review_statement,Section 4 p. 71,71,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_033.md
stress_zis_photocatalysis_synthetic_033:c3,stress_zis_photocatalysis_synthetic_033,Synthetic claim 109 for stress_zis_photocatalysis_synthetic_033 records user-tracked evidence about charge separation.,review_statement,Section 2 p. 111,111,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_033.md
stress_zis_photocatalysis_synthetic_034:c1,stress_zis_photocatalysis_synthetic_034,Synthetic claim 30 for stress_zis_photocatalysis_synthetic_034 records user-tracked evidence about photocorrosion.,experimental_result,Section 1 p. 32,32,low,photocorrosion; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_034.md
stress_zis_photocatalysis_synthetic_034:c2,stress_zis_photocatalysis_synthetic_034,Synthetic claim 70 for stress_zis_photocatalysis_synthetic_034 records user-tracked evidence about photocorrosion.,background_context,Section 5 p. 72,72,low,photocorrosion; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_034.md
stress_zis_photocatalysis_synthetic_034:c3,stress_zis_photocatalysis_synthetic_034,Synthetic claim 110 for stress_zis_photocatalysis_synthetic_034 records user-tracked evidence about photocorrosion.,theory_or_mechanism,Section 3 p. 112,112,low,photocorrosion; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_034.md
stress_zis_photocatalysis_synthetic_035:c1,stress_zis_photocatalysis_synthetic_035,Synthetic claim 31 for stress_zis_photocatalysis_synthetic_035 records user-tracked evidence about thin-film fabrication.,method_description,Section 2 p. 33,33,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_035.md
stress_zis_photocatalysis_synthetic_035:c2,stress_zis_photocatalysis_synthetic_035,Synthetic claim 71 for stress_zis_photocatalysis_synthetic_035 records user-tracked evidence about thin-film fabrication.,opinion_or_interpretation,Section 6 p. 73,73,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_035.md
stress_zis_photocatalysis_synthetic_036:c1,stress_zis_photocatalysis_synthetic_036,Synthetic claim 32 for stress_zis_photocatalysis_synthetic_036 records user-tracked evidence about catalyst stability.,theory_or_mechanism,Section 3 p. 34,34,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_036.md
stress_zis_photocatalysis_synthetic_036:c2,stress_zis_photocatalysis_synthetic_036,Synthetic claim 72 for stress_zis_photocatalysis_synthetic_036 records user-tracked evidence about catalyst stability.,experimental_result,,,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_036.md
stress_zis_photocatalysis_synthetic_037:c1,stress_zis_photocatalysis_synthetic_037,Synthetic claim 33 for stress_zis_photocatalysis_synthetic_037 records user-tracked evidence about charge separation.,review_statement,Section 4 p. 35,35,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_037.md
stress_zis_photocatalysis_synthetic_037:c2,stress_zis_photocatalysis_synthetic_037,Synthetic claim 73 for stress_zis_photocatalysis_synthetic_037 records user-tracked evidence about charge separation.,review_statement,Section 2 p. 75,75,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_037.md
stress_zis_photocatalysis_synthetic_038:c1,stress_zis_photocatalysis_synthetic_038,Synthetic claim 34 for stress_zis_photocatalysis_synthetic_038 records user-tracked evidence about photocorrosion.,background_context,Section 5 p. 36,36,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_038.md
stress_zis_photocatalysis_synthetic_038:c2,stress_zis_photocatalysis_synthetic_038,Synthetic claim 74 for stress_zis_photocatalysis_synthetic_038 records user-tracked evidence about photocorrosion.,theory_or_mechanism,Section 3 p. 76,76,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,undefined synthetic stress theme,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_038.md
stress_zis_photocatalysis_synthetic_039:c1,stress_zis_photocatalysis_synthetic_039,Synthetic claim 35 for stress_zis_photocatalysis_synthetic_039 records user-tracked evidence about thin-film fabrication.,opinion_or_interpretation,Section 6 p. 37,37,,thin-film-fabrication; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_039.md
stress_zis_photocatalysis_synthetic_039:c2,stress_zis_photocatalysis_synthetic_039,Synthetic claim 75 for stress_zis_photocatalysis_synthetic_039 records user-tracked evidence about thin-film fabrication.,limitation,Section 4 p. 77,77,,thin-film-fabrication; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_039.md
stress_zis_photocatalysis_synthetic_041:c1,stress_zis_photocatalysis_synthetic_041,Synthetic claim 36 for stress_zis_photocatalysis_synthetic_041 records user-tracked evidence about catalyst stability.,experimental_result,,,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_041.md
stress_zis_photocatalysis_synthetic_041:c2,stress_zis_photocatalysis_synthetic_041,Synthetic claim 76 for stress_zis_photocatalysis_synthetic_041 records user-tracked evidence about catalyst stability.,background_context,Section 5 p. 78,78,high,catalyst-stability; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_041.md
stress_zis_photocatalysis_synthetic_042:c1,stress_zis_photocatalysis_synthetic_042,Synthetic claim 37 for stress_zis_photocatalysis_synthetic_042 records user-tracked evidence about charge separation.,review_statement,Section 2 p. 39,39,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,undefined synthetic stress theme,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_042.md
stress_zis_photocatalysis_synthetic_042:c2,stress_zis_photocatalysis_synthetic_042,Synthetic claim 77 for stress_zis_photocatalysis_synthetic_042 records user-tracked evidence about charge separation.,review_statement,Section 6 p. 79,79,medium,charge-separation; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,charge separation,moderate,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_042.md
stress_zis_photocatalysis_synthetic_043:c1,stress_zis_photocatalysis_synthetic_043,Synthetic claim 38 for stress_zis_photocatalysis_synthetic_043 records user-tracked evidence about photocorrosion.,theory_or_mechanism,Section 3 p. 40,40,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_043.md
stress_zis_photocatalysis_synthetic_043:c2,stress_zis_photocatalysis_synthetic_043,Synthetic claim 78 for stress_zis_photocatalysis_synthetic_043 records user-tracked evidence about photocorrosion.,experimental_result,Section 1 p. 80,80,low,photocorrosion; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,photocorrosion,weak,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_043.md
stress_zis_photocatalysis_synthetic_044:c1,stress_zis_photocatalysis_synthetic_044,Synthetic claim 39 for stress_zis_photocatalysis_synthetic_044 records user-tracked evidence about thin-film fabrication.,limitation,Section 4 p. 41,41,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_044.md
stress_zis_photocatalysis_synthetic_044:c2,stress_zis_photocatalysis_synthetic_044,Synthetic claim 79 for stress_zis_photocatalysis_synthetic_044 records user-tracked evidence about thin-film fabrication.,method_description,Section 2 p. 81,81,,thin-film-fabrication; zis-stress,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,thin-film fabrication,speculative,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_044.md
stress_zis_photocatalysis_synthetic_045:c1,stress_zis_photocatalysis_synthetic_045,Synthetic claim 40 for stress_zis_photocatalysis_synthetic_045 records user-tracked evidence about catalyst stability.,background_context,Section 5 p. 42,42,high,catalyst-stability; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_045.md
stress_zis_photocatalysis_synthetic_045:c2,stress_zis_photocatalysis_synthetic_045,Synthetic claim 80 for stress_zis_photocatalysis_synthetic_045 records user-tracked evidence about catalyst stability.,theory_or_mechanism,Section 3 p. 82,82,high,catalyst-stability; zis-stress; cross-theme,Synthetic paraphrase only; no real paper quote is represented.,Generated for local stress testing; verify real claims manually.,catalyst stability,strong,/Users/liangze/Desktop/paper-intelligence-workbench/projects/stress_zis_photocatalysis/notes/stress_zis_photocatalysis_synthetic_045.md
